county,categories,gross_collections,taxable_sales_and_purchases,year
Currituck,Unclassified,2514992,72133986,2002
Dare,Dare,37945114,1119272787,2002
Dare,1% Tax,4181,112147,2002
Dare,2% And 3% Tax,175860,5990331,2002
Dare,Apparel,2150653,53677151,2002
Dare,Automotive,873253,72418410,2002
Dare,Food,8483634,291500141,2002
Dare,Furniture,1485607,41970295,2002
Dare,General Merchandise,7572375,214228444,2002
Dare,Lumber And Building Material,3233307,82556382,2002
Dare,Unclassified,13966244,356819485,2002
Davidson,Davidson,29046976,1252383535,2002
Davidson,1% Tax,353647,31791112,2002
Davidson,2% And 3% Tax,213025,9512715,2002
Davidson,Apparel,856006,53693731,2002
Davidson,Automotive,3496459,226771899,2002
Davidson,Food,6923022,312902033,2002
Davidson,Furniture,2150591,77272213,2002
Davidson,General Merchandise,6162420,244991425,2002
Davidson,Lumber And Building Material,4574432,174703560,2002
Davidson,Unclassified,4317374,120744846,2002
Davie,Davie,6186245,264669948,2002
Davie,1% Tax,32983,2980674,2002
Davie,2% And 3% Tax,76422,3645922,2002
Davie,Apparel,82513,1885258,2002
Davie,Automotive,420821,50082385,2002
Davie,Food,2062962,82751848,2002
Davie,Furniture,365323,14086612,2002
Davie,General Merchandise,1710414,68276868,2002
Davie,Lumber And Building Material,712806,18081650,2002
Davie,Unclassified,721999,22878731,2002
Gaston,Gaston,49641428,2041755551,2002
Gaston,1% Tax,785968,63674326,2002
Gaston,2% And 3% Tax,306498,13726327,2002
Gaston,Apparel,1447848,38431794,2002
Gaston,Automotive,3522433,354761771,2002
Gaston,Food,11544956,447379307,2002
Gaston,Furniture,1450428,37625693,2002
Gaston,General Merchandise,14624899,590767546,2002
Gaston,Lumber And Building Material,7061669,196085098,2002
Gaston,Unclassified,8896728,299303689,2002
Gates,Gates,485133,36801460,2002
Gates,1% Tax,25347,2285880,2002
Gates,2% And 3% Tax,6849,273710,2002
Gates,Apparel,1219,26251,2002
Gates,Automotive,58071,18421754,2002
Gates,Food,227269,7251791,2002
Gates,Furniture,7221,196163,2002
Gates,General Merchandise,61423,3272730,2002
Gates,Lumber And Building Material,20144,1963067,2002
Gates,Unclassified,77591,3110115,2002
Graham,Graham,1204821,40679189,2002
Graham,1% Tax,13687,1058286,2002
Graham,2% And 3% Tax,5637,212662,2002
Graham,Apparel,865,16662,2002
Graham,Automotive,354598,11562015,2002
Graham,Food,166735,9677811,2002
Graham,Furniture,42792,1054878,2002
Graham,General Merchandise,141195,7442799,2002
Graham,Lumber And Building Material,60850,1723006,2002
Graham,Unclassified,418462,7931070,2002
Granville,Granville,6987315,354377626,2002
Granville,1% Tax,109868,9932713,2002
Granville,2% And 3% Tax,12460,674442,2002
Granville,Apparel,159153,3677492,2002
Granville,Automotive,585516,78868421,2002
Granville,Food,2144166,96619760,2002
Granville,Furniture,271175,7042390,2002
Granville,General Merchandise,1646249,63205765,2002
Granville,Lumber And Building Material,671673,31092564,2002
Granville,Unclassified,1387054,63264079,2002
Greene,Greene,1238991,50110116,2002
Greene,1% Tax,26127,2549160,2002
Greene,2% And 3% Tax,21706,947897,2002
Greene,Apparel,14070,283307,2002
Greene,Automotive,134440,6056016,2002
Greene,Food,572615,22223463,2002
Greene,Furniture,100337,2897133,2002
Greene,General Merchandise,182273,10488493,2002
Greene,Lumber And Building Material,14404,347572,2002
Greene,Unclassified,173019,4317076,2002
Hertford,Hertford,6419938,253346121,2002
Hertford,1% Tax,134788,11711088,2002
Hertford,2% And 3% Tax,36691,1607918,2002
Hertford,Apparel,166882,3917530,2002
Hertford,Automotive,1476740,40301742,2002
Hertford,Food,1101822,70002785,2002
Hertford,Furniture,171377,4304466,2002
Hertford,General Merchandise,1794200,67601032,2002
Hertford,Lumber And Building Material,716992,23921107,2002
Hertford,Unclassified,820446,29978452,2002
Hoke,Hoke,2061909,95602874,2002
Hoke,1% Tax,48033,3161949,2002
Hoke,2% And 3% Tax,4090,178973,2002
Hoke,Apparel,36927,841766,2002
Hoke,Automotive,283254,13946235,2002
Hoke,Food,756101,39546508,2002
Hoke,Furniture,22892,540719,2002
Hoke,General Merchandise,332320,20949834,2002
Hoke,Lumber And Building Material,228881,8255408,2002
Hoke,Unclassified,349412,8181482,2002
Hyde,Hyde,1629930,51139194,2002
Hyde,1% Tax,35383,3465276,2002
Hyde,2% And 3% Tax,12656,609936,2002
Hyde,Apparel,22337,491819,2002
Hyde,Automotive,113410,5321740,2002
Hyde,Food,523386,15278188,2002
Hyde,Furniture,75551,1783891,2002
Hyde,General Merchandise,267898,8928338,2002
Hyde,Lumber And Building Material,18912,626731,2002
Hyde,Unclassified,560397,14633274,2002
Iredell,Iredell,42581327,1677426365,2002
Iredell,1% Tax,520851,42228216,2002
Iredell,2% And 3% Tax,366215,15559461,2002
Iredell,Apparel,1184420,27889658,2002
Iredell,Automotive,3074946,248094478,2002
Iredell,Food,8598616,346334642,2002
Iredell,Furniture,1164896,45507342,2002
Iredell,General Merchandise,13056735,517274312,2002
Iredell,Lumber And Building Material,8193621,244205693,2002
Iredell,Unclassified,6421027,190332563,2002
Jackson,Jackson,9518915,320017469,2002
Jackson,1% Tax,21554,1334052,2002
Jackson,2% And 3% Tax,68742,2684832,2002
Jackson,Apparel,276698,7064398,2002
Jackson,Automotive,407591,19189528,2002
Jackson,Food,2154366,84567958,2002
Jackson,Furniture,430663,12250992,2002
Jackson,General Merchandise,3015945,115190546,2002
Jackson,Lumber And Building Material,1730927,44167479,2002
Jackson,Unclassified,1412429,33567685,2002
Macon,Macon,12719107,421660152,2002
Macon,1% Tax,14524,1167563,2002
Macon,2% And 3% Tax,40001,1779085,2002
Macon,Apparel,475775,12434653,2002
Macon,Automotive,666420,44053151,2002
Macon,Food,2287736,93391929,2002
Macon,Furniture,648793,17988752,2002
Macon,General Merchandise,3545335,115782452,2002
Macon,Lumber And Building Material,3007945,78991516,2002
Macon,Unclassified,2032578,56071051,2002
Madison,Madison,1629545,87325539,2002
Madison,1% Tax,6870,570387,2002
Madison,2% And 3% Tax,27068,1241598,2002
Madison,Apparel,9863,263633,2002
Madison,Automotive,358616,25137385,2002
Madison,Food,477964,32156394,2002
Madison,Furniture,46453,1156706,2002
Madison,General Merchandise,230762,12258529,2002
Madison,Lumber And Building Material,92025,3159043,2002
Madison,Unclassified,379925,11381863,2002
Martin,Martin,6080156,223487975,2002
Martin,1% Tax,773859,43080562,2002
Martin,2% And 3% Tax,46285,1770126,2002
Martin,Apparel,127611,3015542,2002
Martin,Automotive,297417,13031016,2002
Martin,Food,903221,32139198,2002
Martin,Furniture,132488,3473923,2002
Martin,General Merchandise,1668314,77512462,2002
Martin,Lumber And Building Material,713136,19080446,2002
Martin,Unclassified,1417824,30384699,2002
Mcdowell,Mcdowell,6883621,366509620,2002
Mcdowell,1% Tax,87272,6109132,2002
Mcdowell,2% And 3% Tax,25063,911320,2002
Mcdowell,Apparel,123029,2795506,2002
Mcdowell,Automotive,585618,125520722,2002
Mcdowell,Food,2114349,93721402,2002
Mcdowell,Furniture,308886,8404886,2002
Mcdowell,General Merchandise,2083080,82181986,2002
Mcdowell,Lumber And Building Material,569438,18380136,2002
Mcdowell,Unclassified,986885,28484530,2002
Mecklenburg,Mecklenburg,429122707,15372032577,2002
Mecklenburg,1% Tax,3735880,305277752,2002
Mecklenburg,2% And 3% Tax,1185867,46062856,2002
Mecklenburg,Apparel,14776184,393282464,2002
Mecklenburg,Automotive,20929563,2014028077,2002
Mecklenburg,Food,74837236,2606930081,2002
Mecklenburg,Furniture,28706684,763333218,2002
Mecklenburg,General Merchandise,112813927,4021926346,2002
Mecklenburg,Lumber And Building Material,57386568,1651428062,2002
Mecklenburg,Unclassified,114750797,3569763721,2002
Northampton,Northampton,1335522,63212729,2002
Northampton,1% Tax,73277,7035413,2002
Northampton,2% And 3% Tax,99919,4711303,2002
Northampton,Apparel,6783,181051,2002
Northampton,Automotive,175466,9368574,2002
Northampton,Food,319633,13237254,2002
Northampton,Furniture,13289,293106,2002
Northampton,General Merchandise,277453,13849880,2002
Northampton,Lumber And Building Material,79696,2149479,2002
Northampton,Unclassified,290007,12386669,2002
Onslow,Onslow,32202691,1101168235,2002
Onslow,1% Tax,75408,6263995,2002
Onslow,2% And 3% Tax,307873,13574677,2002
Onslow,Apparel,796224,19282293,2002
Onslow,Automotive,2093545,185684472,2002
Onslow,Food,7299678,258868837,2002
Onslow,Furniture,2736384,68159620,2002
Onslow,General Merchandise,10219518,321606090,2002
Onslow,Lumber And Building Material,3684187,95681500,2002
Onslow,Unclassified,4989874,132046752,2002
Orange,Orange,33626600,1256004719,2002
Orange,1% Tax,70849,6045871,2002
Orange,2% And 3% Tax,78992,3080516,2002
Orange,Apparel,826778,20035176,2002
Orange,Automotive,1723413,168429703,2002
Orange,Food,9942632,422840110,2002
Orange,Furniture,1347635,35060481,2002
Orange,General Merchandise,5266212,240136975,2002
Orange,Lumber And Building Material,4489124,114914458,2002
Orange,Unclassified,9880964,245461431,2002
Pamlico,Pamlico,1499343,62722754,2002
Pamlico,1% Tax,13844,1368786,2002
Pamlico,2% And 3% Tax,21475,765547,2002
Pamlico,Apparel,11432,278824,2002
Pamlico,Automotive,179404,6708011,2002
Pamlico,Food,555890,23477980,2002
Pamlico,Furniture,19782,703493,2002
Pamlico,General Merchandise,377998,18137491,2002
Pamlico,Lumber And Building Material,18034,730231,2002
Pamlico,Unclassified,301485,10552392,2002
Pasquotank,Pasquotank,12007780,474037550,2002
Pasquotank,1% Tax,59436,5551962,2002
Pasquotank,2% And 3% Tax,98209,4450405,2002
Pasquotank,Apparel,214994,4923064,2002
Pasquotank,Automotive,1073887,106794663,2002
Pasquotank,Food,2346182,94455341,2002
Pasquotank,Furniture,590229,15803892,2002
Pasquotank,General Merchandise,3892775,121241609,2002
Pasquotank,Lumber And Building Material,1980416,57644219,2002
Pasquotank,Unclassified,1751653,63172396,2002
Randolph,Randolph,26016801,1039610177,2002
Randolph,1% Tax,361605,26825044,2002
Randolph,2% And 3% Tax,226858,10874998,2002
Randolph,Apparel,804801,21982983,2002
Randolph,Automotive,2390316,166842093,2002
Randolph,Food,5573463,227246067,2002
Randolph,Furniture,1250528,64638220,2002
Randolph,General Merchandise,7871617,307720832,2002
Randolph,Lumber And Building Material,3818525,107886961,2002
Randolph,Unclassified,3719089,105592979,2002
Richmond,Richmond,9660099,369883329,2002
Richmond,1% Tax,142065,9474646,2002
Richmond,2% And 3% Tax,102294,4552061,2002
Richmond,Apparel,295933,7219469,2002
Richmond,Automotive,871627,57492362,2002
Richmond,Food,2304102,95676945,2002
Richmond,Furniture,448624,13605750,2002
Richmond,General Merchandise,2452132,89135782,2002
Richmond,Lumber And Building Material,1577812,38559118,2002
Richmond,Unclassified,1465510,54167196,2002
Robeson,Robeson,23023895,867397046,2002
Robeson,1% Tax,371616,32230965,2002
Robeson,2% And 3% Tax,351238,16884937,2002
Robeson,Apparel,893791,20960637,2002
Robeson,Automotive,2081536,161799449,2002
Robeson,Food,6025909,208620576,2002
Robeson,Furniture,641868,16773748,2002
Robeson,General Merchandise,6641027,253967316,2002
Robeson,Lumber And Building Material,2478048,64438912,2002
Robeson,Unclassified,3538863,91720507,2002
Rockingham,Rockingham,16138568,699748443,2002
Rockingham,1% Tax,342978,26350667,2002
Rockingham,2% And 3% Tax,189181,7914510,2002
Rockingham,Apparel,494782,22962061,2002
Rockingham,Automotive,1435816,131400504,2002
Rockingham,Food,4194071,181456726,2002
Rockingham,Furniture,798673,26282000,2002
Rockingham,General Merchandise,4571262,177288259,2002
Rockingham,Lumber And Building Material,1816849,50883646,2002
Rockingham,Unclassified,2294955,75210069,2002
Rowan,Rowan,29139751,1081266388,2002
Rowan,1% Tax,403637,33931511,2002
Rowan,2% And 3% Tax,198027,9360549,2002
Rowan,Apparel,541680,17217240,2002
Rowan,Automotive,2173128,151244829,2002
Rowan,Food,7072079,279762500,2002
Rowan,Furniture,1182696,31419877,2002
Rowan,General Merchandise,7487705,270926828,2002
Rowan,Lumber And Building Material,4094955,121927464,2002
Rowan,Unclassified,5985843,165475590,2002
Surry,Surry,21314483,906735004,2002
Surry,1% Tax,627142,58579526,2002
Surry,2% And 3% Tax,101904,4795989,2002
Surry,Apparel,688091,16067977,2002
Surry,Automotive,1986395,93185440,2002
Surry,Food,4113757,182358988,2002
Surry,Furniture,765077,21404654,2002
Surry,General Merchandise,7406271,358540046,2002
Surry,Lumber And Building Material,2754310,71791030,2002
Surry,Unclassified,2871538,100011354,2002
Swain,Swain,2008920,83848905,2002
Swain,1% Tax,4006,195083,2002
Swain,2% And 3% Tax,40999,1471927,2002
Swain,Apparel,67160,2470197,2002
Swain,Automotive,174403,9954319,2002
Swain,Food,620152,25824156,2002
Swain,Furniture,113422,3496604,2002
Swain,General Merchandise,178458,17706447,2002
Swain,Lumber And Building Material,149819,3856784,2002
Swain,Unclassified,660501,18873386,2002
Transylvania,Transylvania,7241884,248972712,2002
Transylvania,1% Tax,85246,4394082,2002
Transylvania,2% And 3% Tax,44609,1827669,2002
Transylvania,Apparel,46073,1082934,2002
Transylvania,Automotive,388345,18949747,2002
Transylvania,Food,1551880,63730394,2002
Transylvania,Furniture,257964,6687383,2002
Transylvania,General Merchandise,2455174,87221742,2002
Transylvania,Lumber And Building Material,1155075,28341158,2002
Transylvania,Unclassified,1257516,36737602,2002
Tyrrell,Tyrrell,418522,18584255,2002
Tyrrell,1% Tax,5935,535042,2002
Tyrrell,2% And 3% Tax,38301,1284293,2002
Tyrrell,Apparel,46,-288,2002
Tyrrell,Automotive,59524,2414955,2002
Tyrrell,Food,125999,5398779,2002
Tyrrell,Furniture,13,-2842,2002
Tyrrell,General Merchandise,50877,3162031,2002
Tyrrell,Lumber And Building Material,48194,1560291,2002
Tyrrell,Unclassified,89632,4231993,2002
Union,Union,33316474,1403189500,2002
Union,1% Tax,535656,39054717,2002
Union,2% And 3% Tax,209392,8470206,2002
Union,Apparel,586227,15557618,2002
Union,Automotive,2431198,282811851,2002
Union,Food,6313515,268941950,2002
Union,Furniture,1521590,41654753,2002
Union,General Merchandise,8755423,371872758,2002
Union,Lumber And Building Material,8076657,217933400,2002
Union,Unclassified,4886817,156892246,2002
Wayne,Wayne,31711271,1118253306,2002
Wayne,1% Tax,360381,31209681,2002
Wayne,2% And 3% Tax,311713,14601862,2002
Wayne,Apparel,1228120,28643844,2002
Wayne,Automotive,2392034,181987694,2002
Wayne,Food,5572436,210754779,2002
Wayne,Furniture,2003364,53706060,2002
Wayne,General Merchandise,10385623,343225485,2002
Wayne,Lumber And Building Material,4753477,125169224,2002
Wayne,Unclassified,4704122,128954676,2002
Wilkes,Wilkes,15793264,707870789,2002
Wilkes,1% Tax,384719,34910045,2002
Wilkes,2% And 3% Tax,69870,3390070,2002
Wilkes,Apparel,367376,9128174,2002
Wilkes,Automotive,1164098,91772405,2002
Wilkes,Food,3573930,188654617,2002
Wilkes,Furniture,352782,11104796,2002
Wilkes,General Merchandise,4145507,160958350,2002
Wilkes,Lumber And Building Material,3507540,137399535,2002
Wilkes,Unclassified,2227442,70552796,2002
Wilson,Wilson,24163984,987394111,2002
Wilson,1% Tax,603928,46516042,2002
Wilson,2% And 3% Tax,202223,9283305,2002
Wilson,Apparel,632991,15086963,2002
Wilson,Automotive,2241747,196780291,2002
Wilson,Food,4599810,176461085,2002
Wilson,Furniture,1606631,48298163,2002
Wilson,General Merchandise,5787361,227805833,2002
Wilson,Lumber And Building Material,4589933,127646557,2002
Wilson,Unclassified,3899359,139515874,2002
Yadkin,Yadkin,5448195,211814810,2002
Yadkin,1% Tax,67644,6139757,2002
Yadkin,2% And 3% Tax,31093,1408741,2002
Yadkin,Apparel,60332,1417992,2002
Yadkin,Automotive,607309,28718645,2002
Yadkin,Food,1765787,71384670,2002
Yadkin,Furniture,119292,2949691,2002
Yadkin,General Merchandise,1264088,56804429,2002
Yadkin,Lumber And Building Material,640237,19411357,2002
Yadkin,Unclassified,892413,23579529,2002
Yancey,Yancey,3151085,105792254,2002
Yancey,1% Tax,22257,2013845,2002
Yancey,2% And 3% Tax,46138,2092493,2002
Yancey,Apparel,34854,823410,2002
Yancey,Automotive,285146,9066454,2002
Yancey,Food,585583,30593652,2002
Yancey,Furniture,125654,3110947,2002
Yancey,General Merchandise,563257,22102084,2002
Yancey,Lumber And Building Material,1064024,25434938,2002
Yancey,Unclassified,424169,10554430,2002
Yancey,Yancey,3390401182,127256301913,2002
Yancey,"2.83%, 3%, 5%, 6%",502420816,,2002
Yancey,Yancey,26196182,,2002
Yancey,Yancey,3919018180,,2002
Yancey,Yancey,74989019,,2002
Yancey,Yancey,3994007199,127256301913,2002
Alamance,Alamance,43113554,1599675866,2003
Alamance,1% Tax,494816,49343469,2003
Alamance,2% And 3% Tax,154851,6641703,2003
Alamance,Apparel,2992416,67866897,2003
Alamance,Automotive,3178730,202682825,2003
Alamance,Food,8734997,317814418,2003
Alamance,Furniture,1610103,45392868,2003
Alamance,General Merchandise,10274942,390233179,2003
Alamance,Lumber And Building Material,6909707,178563176,2003
Alamance,Unclassified,8762992,341137331,2003
Alexander,Alexander,4392940,214625201,2003
Alexander,1% Tax,30819,3079243,2003
Alexander,2% And 3% Tax,57793,2222896,2003
Alexander,Apparel,55130,1207659,2003
Alexander,Automotive,478301,46299152,2003
Alexander,Food,998843,41095788,2003
Alexander,Furniture,112907,3686803,2003
Alexander,General Merchandise,1560363,82163943,2003
Alexander,Lumber And Building Material,719606,19085411,2003
Alexander,Unclassified,379178,15784306,2003
Alleghany,Alleghany,1903682,68793217,2003
Alleghany,1% Tax,16348,1634746,2003
Alleghany,2% And 3% Tax,7901,394390,2003
Alleghany,Apparel,17583,722997,2003
Alleghany,Automotive,306571,9762068,2003
Alleghany,Food,483736,20840197,2003
Alleghany,Furniture,32383,747483,2003
Alleghany,General Merchandise,371372,17766769,2003
Alleghany,Lumber And Building Material,504402,11892830,2003
Alleghany,Unclassified,163386,5031737,2003
Anson,Anson,3628768,158090904,2003
Anson,1% Tax,78460,7816397,2003
Anson,2% And 3% Tax,6967,334913,2003
Anson,Apparel,57263,1284664,2003
Anson,Automotive,640715,35685800,2003
Anson,Food,885827,43282120,2003
Anson,Furniture,147684,3442857,2003
Anson,General Merchandise,1143951,40036042,2003
Anson,Lumber And Building Material,149940,9713638,2003
Anson,Unclassified,517961,16494473,2003
Ashe,Ashe,5466310,227636407,2003
Ashe,1% Tax,60261,5902392,2003
Ashe,2% And 3% Tax,21959,1079635,2003
Ashe,Apparel,115497,2556567,2003
Ashe,Automotive,472983,17594895,2003
Ashe,Food,1084041,47323111,2003
Ashe,Furniture,164581,4024039,2003
Ashe,General Merchandise,1861134,107045209,2003
Ashe,Lumber And Building Material,805204,19485453,2003
