county,gross_collections,foreign_collections,refunds,net_collections,month,year,date,fiscal_year
Yadkin,506924.4,8638.57,60716.76,454846.21,june,2017,2017-06-01,2017
Yancey,276862.05,5426.78,5058.85,277229.98,june,2017,2017-06-01,2017
Alamance,5094699.14,20569.2,10523.18,5104745.16,june,2018,2018-06-01,2018
Alexander,490737.3,1578.89,20052.6,472263.59,june,2018,2018-06-01,2018
Alleghany,162153.85,577,256.5,162474.35,june,2018,2018-06-01,2018
Anson,370106.75,1293.36,411.75,370988.36,june,2018,2018-06-01,2018
Ashe,620305.3500000001,2271.78,6132.77,616444.3600000001,june,2018,2018-06-01,2018
Avery,540890.38,2000.92,27201.79,515689.51,june,2018,2018-06-01,2018
Beaufort,1067623.2899999998,3743.01,1171.66,1070194.64,june,2018,2018-06-01,2018
Bertie,215680.81000000003,787.36,536.33,215931.84000000003,june,2018,2018-06-01,2018
Bladen,535677.5700000001,1982.82,219.6,537440.79,june,2018,2018-06-01,2018
Brunswick,3752774.12,15315.6,3926.97,3764162.75,june,2018,2018-06-01,2018
Buncombe,11759862.11,45321.45,188009.21,11617174.35,june,2018,2018-06-01,2018
Burke,1690044.0299999998,6225.03,14048.63,1682220.43,june,2018,2018-06-01,2018
Cabarrus,7871025.079999998,30782.65,31985.29,7869822.439999999,june,2018,2018-06-01,2018
Caldwell,1397588.88,4509.46,145218.12,1256880.22,june,2018,2018-06-01,2018
Camden,128796.88,492.28,99.61,129189.55,june,2018,2018-06-01,2018
Carteret,2618768.4,10517.25,9959.86,2619325.79,june,2018,2018-06-01,2018
Caswell,175317.80999999997,441.45,28869.49,146889.77,june,2018,2018-06-01,2018
Catawba,5140907.65,19173.61,117647.55,5042433.71,june,2018,2018-06-01,2018
Chatham,1454429.71,5797.93,3053.14,1457174.5,june,2018,2018-06-01,2018
Cherokee,727859.5299999998,2698.64,481.04,730077.13,june,2018,2018-06-01,2018
Chowan,298476.1,1136,869.42,298742.68,june,2018,2018-06-01,2018
Clay,173700.86,653.71,100.37,174254.19999999998,june,2018,2018-06-01,2018
Cleveland,2286067.61,8896.5,10279.11,2284685,june,2018,2018-06-01,2018
Columbus,909228.84,3372.71,748.77,911852.78,june,2018,2018-06-01,2018
Craven,2442257.36,9622.86,12647.26,2439232.96,june,2018,2018-06-01,2018
Cumberland,9227932.08,34999.75,25164.27,9237767.56,june,2018,2018-06-01,2018
Currituck,901864.23,3720.96,906.13,904679.06,june,2018,2018-06-01,2018
Dare,3137067.34,13164.39,12273.96,3137957.77,june,2018,2018-06-01,2018
Davidson,3195565.27,11583.93,11462.87,3195686.33,june,2018,2018-06-01,2018
Davie,807291.48,2796.19,81221.45999999998,728866.21,june,2018,2018-06-01,2018
Duplin,951803.46,3360.84,3037.4500000000003,952126.8500000002,june,2018,2018-06-01,2018
Durham,16850103.229999997,55916.26,278881.71,16627137.78,june,2018,2018-06-01,2018
Edgecombe,887173.6,3046.37,3812.37,886407.6,june,2018,2018-06-01,2018
Forsyth,11613800.45,46722.58,61287.95,11599235.08,june,2018,2018-06-01,2018
Franklin,973166.11,3735.71,1395.8,975506.02,june,2018,2018-06-01,2018
Gaston,4992757.25,15109.16,952580.8,4055285.61,june,2018,2018-06-01,2018
Gates,105806.52,334.38,90.46,106050.44,june,2018,2018-06-01,2018
Graham,169638.41,643.9699999999999,137.94,170144.44,june,2018,2018-06-01,2018
Granville,840531.17,3096.5,3331.78,840295.89,june,2018,2018-06-01,2018
Greene,175427.38,555.03,137.85,175844.56,june,2018,2018-06-01,2018
Guilford,15539129.240000002,62045.53,140635.31999999998,15460539.45,june,2018,2018-06-01,2018
Halifax,1164895.13,4254.94,2026.33,1167123.74,june,2018,2018-06-01,2018
Harnett,2168896.22,7949.76,8158.3499999999985,2168687.63,june,2018,2018-06-01,2018
Haywood,1593336.57,5812.540000000001,9817.32,1589331.79,june,2018,2018-06-01,2018
Henderson,2738238.2700000005,10776.86,7848.71,2741166.4200000004,june,2018,2018-06-01,2018
Hertford,539885.3200000001,1933.82,1947.07,539872.0700000001,june,2018,2018-06-01,2018
Hoke,833037.32,7476.019999999999,6569.53,833943.81,june,2018,2018-06-01,2018
Hyde,147080.89000000004,590.33,201.64,147469.58000000002,june,2018,2018-06-01,2018
Iredell,5045962.15,20339.480000000003,33843.56,5032458.07,june,2018,2018-06-01,2018
Jackson,1191821.66,4521.129999999999,2015.5,1194327.29,june,2018,2018-06-01,2018
Johnston,4158371.59,16704.77,4875.08,4170201.28,june,2018,2018-06-01,2018
Jones,101814.32,374.14,107.21,102081.25,june,2018,2018-06-01,2018
Lee,1748766.5500000005,6581.89,5957.490000000001,1749390.9500000002,june,2018,2018-06-01,2018
Lenoir,1247932.4200000002,4698.84,12158.86,1240472.4,june,2018,2018-06-01,2018
Lincoln,1796166.04,6966.950000000001,16866.92,1786266.07,june,2018,2018-06-01,2018
Macon,1105365.18,4427.83,2473.15,1107319.86,june,2018,2018-06-01,2018
Madison,256490.48,914.24,1183.65,256221.07,june,2018,2018-06-01,2018
Martin,475162.0899999999,1565.34,36390.240000000005,440337.19,june,2018,2018-06-01,2018
McDowell,797240.46,2969.02,1707.78,798501.7,june,2018,2018-06-01,2018
Mecklenburg,50127484.38,182954.26,657281.8400000001,49653156.8,june,2018,2018-06-01,2018
Mitchell,314563.36000000004,1149.67,1066.84,314646.19,june,2018,2018-06-01,2018
Montgomery,484719.7,1713.53,2499.31,483933.92,june,2018,2018-06-01,2018
Moore,2878823.37,11547.09,8231.36,2882139.1,june,2018,2018-06-01,2018
Nash,2365217.06,9126.53,6347.17,2367996.42,june,2018,2018-06-01,2018
New Hanover,10099690.56,39656.71,18720.52,10120626.75,june,2018,2018-06-01,2018
Northampton,231744.91,882.87,186.09,232441.69,june,2018,2018-06-01,2018
Onslow,4640529.09,17645.41,14982.65,4643191.85,june,2018,2018-06-01,2018
Orange,4431339.71,14997.25,58538.36,4387798.6,june,2018,2018-06-01,2018
Pamlico,214920.76,796.21,74.11999999999999,215642.85,june,2018,2018-06-01,2018
Pasquotank,1137245.93,4502.09,2632.35,1139115.67,june,2018,2018-06-01,2018
Pender,1146187.39,4510.320000000001,777.02,1149920.69,june,2018,2018-06-01,2018
Perquimans,138855.87,478.93,414.81,138919.99,june,2018,2018-06-01,2018
Person,795749.81,2708.19,75154.70999999998,723303.29,june,2018,2018-06-01,2018
Pitt,4883147.7,18536.49,12391.9,4889292.29,june,2018,2018-06-01,2018
Polk,339948.17,1277.78,920.13,340305.81999999995,june,2018,2018-06-01,2018
Randolph,2853105.72,10365.88,9768.28,2853703.32,june,2018,2018-06-01,2018
Richmond,852715.1499999998,3213.89,1835.33,854093.71,june,2018,2018-06-01,2018
Robeson,2332285.7900000005,8340.8,5669.68,2334956.91,june,2018,2018-06-01,2018
Rockingham,1607546.89,5102.75,188661.3,1423988.34,june,2018,2018-06-01,2018
Rowan,3022088.01,9951.29,285653.39,2746385.91,june,2018,2018-06-01,2018
Rutherford,1281518.42,4850.87,1932.31,1284436.98,june,2018,2018-06-01,2018
Sampson,1135606.84,4056.73,7480.4,1132183.17,june,2018,2018-06-01,2018
Scotland,719757.0499999999,2695.79,13522.35,708930.49,june,2018,2018-06-01,2018
Stanly,1369370.65,5236.1900000000005,3997.93,1370608.91,june,2018,2018-06-01,2018
Stokes,603303.8300000001,2204.94,2940.65,602568.12,june,2018,2018-06-01,2018
Surry,2059887.99,7573.08,9638.9,2057822.17,june,2018,2018-06-01,2018
Swain,265701.91000000003,1002.8,149.78,266554.93,june,2018,2018-06-01,2018
Transylvania,800225.13,3063.64,12964.15,790324.62,june,2018,2018-06-01,2018
Tyrrell,59970.1,166.89999999999998,11997.27,48139.73,june,2018,2018-06-01,2018
Union,4677280.77,16149.59,582170.18,4111260.18,june,2018,2018-06-01,2018
Vance,959575.86,3510.99,28266.34,934820.51,june,2018,2018-06-01,2018
Wake,41243808.09,150441.55000000002,222745.41,41171504.23,june,2018,2018-06-01,2018
Warren,231864.7,828.0200000000001,166.86,232525.86,june,2018,2018-06-01,2018
Washington,187235.04,654.5899999999999,1791.63,186098,june,2018,2018-06-01,2018
Watauga,1680532.2100000002,5265.39,342466.57,1343331.03,june,2018,2018-06-01,2018
Wayne,2641840.35,10159.62,4831.14,2647168.83,june,2018,2018-06-01,2018
Wilkes,1626189.65,6018.370000000001,2586.15,1629621.87,june,2018,2018-06-01,2018
Wilson,2153124.95,8299.56,42164.99,2119259.52,june,2018,2018-06-01,2018
Yadkin,479166.56,1462.32,54727.02,425901.86,june,2018,2018-06-01,2018
Yancey,311370.98000000004,1160.87,933.69,311598.16000000003,june,2018,2018-06-01,2018
Alamance,5407365.94,14087.51,9356,5412097.45,june,2019,2019-06-01,2019
Alexander,543320.49,1200.34,1668.8,542852.03,june,2019,2019-06-01,2019
Alleghany,193589.01,445.52,3448.61,190585.92,june,2019,2019-06-01,2019
Anson,402923.16,789.48,44205.88,359506.76,june,2019,2019-06-01,2019
Ashe,713273.53,1715.01,2158.98,712829.56,june,2019,2019-06-01,2019
Avery,623225.59,1583.43,3636.1,621172.92,june,2019,2019-06-01,2019
Beaufort,1202686.64,2985.64,1610.78,1204061.5,june,2019,2019-06-01,2019
Bertie,212750.93,492.84,271.28,212972.49,june,2019,2019-06-01,2019
Bladen,537738.18,1190.19,28121.11,510807.26,june,2019,2019-06-01,2019
Brunswick,4350960.63,11197.65,116301.57,4245856.71,june,2019,2019-06-01,2019
Buncombe,12330796.41,29509.47,608803.56,11751502.32,june,2019,2019-06-01,2019
Burke,1834377.78,4406.77,5575.98,1833208.57,june,2019,2019-06-01,2019
Cabarrus,8246961.37,16237.27,1755214.28,6507984.36,june,2019,2019-06-01,2019
Caldwell,1558592.03,3736.88,2795.74,1559533.17,june,2019,2019-06-01,2019
Camden,122359.3,296.04,7.25,122648.09,june,2019,2019-06-01,2019
Carteret,3088357.35,8137.88,-3741.28,3100236.51,june,2019,2019-06-01,2019
Caswell,190082.2,403.65,274.09,190211.76,june,2019,2019-06-01,2019
Catawba,5531133.94,13559.12,39466.38,5505226.68,june,2019,2019-06-01,2019
Chatham,1529103.29,3880.86,17840.39,1515143.76,june,2019,2019-06-01,2019
Cherokee,803709.6,1934.16,34.68,805609.08,june,2019,2019-06-01,2019
Chowan,313572.78,765.9,1423.32,312915.36,june,2019,2019-06-01,2019
Clay,204857.65,478.53,264.6,205071.58,june,2019,2019-06-01,2019
Cleveland,2216037.97,5463.21,7177.97,2214323.21,june,2019,2019-06-01,2019
Columbus,1022037.71,2464.35,4645.68,1019856.38,june,2019,2019-06-01,2019
Craven,2892181.59,7068.48,143878.71,2755371.36,june,2019,2019-06-01,2019
Cumberland,9954353.28,21751.66,1010232.87,8965872.07,june,2019,2019-06-01,2019
Currituck,998282.27,2663.75,57.75,1000888.27,june,2019,2019-06-01,2019
Dare,3397136.64,9221.62,1461.47,3404896.79,june,2019,2019-06-01,2019
Davidson,3500579.49,7959.09,101720.27,3406818.31,june,2019,2019-06-01,2019
Davie,864904.25,2137.13,15874.31,851167.07,june,2019,2019-06-01,2019
Duplin,1090755.15,2503.09,12079.29,1081178.95,june,2019,2019-06-01,2019
Durham,18091993.42,53028.01,137344.2,18007677.23,june,2019,2019-06-01,2019
Edgecombe,1432689,3402.47,11339.81,1424751.66,june,2019,2019-06-01,2019
Forsyth,12364787.26,28792.02,1155859.3,11237719.98,june,2019,2019-06-01,2019
Franklin,1094798.97,2647.96,29951.75,1067495.18,june,2019,2019-06-01,2019
Gaston,6020583.51,14492.78,11022.93,6024053.36,june,2019,2019-06-01,2019
Gates,118691.27,246.96,15.94,118922.29,june,2019,2019-06-01,2019
Graham,179344,416.38,320.31,179440.07,june,2019,2019-06-01,2019
Granville,914716.79,2160.39,9379.04,907498.14,june,2019,2019-06-01,2019
Greene,206253.19,437.09,15.5,206674.78,june,2019,2019-06-01,2019
Guilford,16918479.83,42018.14,679940.03,16280557.94,june,2019,2019-06-01,2019
Halifax,1260522.39,2984.04,1739.78,1261766.65,june,2019,2019-06-01,2019
Harnett,2362128.08,4858.11,278513.5,2088472.69,june,2019,2019-06-01,2019
Haywood,1807746.82,4334.9,9119.94,1802961.78,june,2019,2019-06-01,2019
Henderson,3005195.23,7260.31,155446.23,2857009.31,june,2019,2019-06-01,2019
Hertford,537720.39,1229.76,1127.24,537822.91,june,2019,2019-06-01,2019
Hoke,526703,1140.21,31634.73,496208.48,june,2019,2019-06-01,2019
Hyde,156055.6,405.05,32.48,156428.17,june,2019,2019-06-01,2019
Iredell,5596262.81,14580.5,37388.5,5573454.81,june,2019,2019-06-01,2019
Jackson,1311835.87,3218.87,3085.44,1311969.3,june,2019,2019-06-01,2019
Johnston,4361419.75,11176.25,7129.38,4365466.62,june,2019,2019-06-01,2019
Jones,121669.88,280.92,-16,121966.8,june,2019,2019-06-01,2019
Lee,1850004.4,4481.93,4841.89,1849644.44,june,2019,2019-06-01,2019
Lenoir,1370646.66,3381.52,2885.88,1371142.3,june,2019,2019-06-01,2019
Lincoln,2270796.1,5522.85,13213.68,2263105.27,june,2019,2019-06-01,2019
Macon,1222311.84,3174.51,972.75,1224513.6,june,2019,2019-06-01,2019
Madison,273145.13,631.47,69.09,273707.51,june,2019,2019-06-01,2019
Martin,486938.64,1133.22,1389.43,486682.43,june,2019,2019-06-01,2019
McDowell,982951.24,2431.32,1234.35,984148.21,june,2019,2019-06-01,2019
Mecklenburg,53653351.59,154646.77,3314635.89,50493362.47,june,2019,2019-06-01,2019
Mitchell,338934.11,826.67,-42.18,339802.96,june,2019,2019-06-01,2019
Montgomery,568771.11,1315.96,679.97,569407.1,june,2019,2019-06-01,2019
Moore,3444794.96,8536.88,7787.93,3445543.91,june,2019,2019-06-01,2019
Nash,2550497.64,6359.77,6793.87,2550063.54,june,2019,2019-06-01,2019
New Hanover,11810602.93,30012.19,51849.25,11788765.87,june,2019,2019-06-01,2019
Northampton,237993.19,579.17,184.64,238387.72,june,2019,2019-06-01,2019
Onslow,5498223.39,13586.49,25618.91,5486190.97,june,2019,2019-06-01,2019
Orange,4703357.68,13196.21,24487.11,4692066.78,june,2019,2019-06-01,2019
Pamlico,265854.35,651.39,891.61,265614.13,june,2019,2019-06-01,2019
Pasquotank,1267208.93,3083.18,1619.19,1268672.92,june,2019,2019-06-01,2019
Pender,1346535.31,3447.59,4592.34,1345390.56,june,2019,2019-06-01,2019
Perquimans,153279.77,344.05,683.25,152940.57,june,2019,2019-06-01,2019
Person,813986.92,2000.71,1029.95,814957.68,june,2019,2019-06-01,2019
Pitt,5392992.03,13284.38,10026.17,5396250.24,june,2019,2019-06-01,2019
Polk,370609.17,903.86,361.76,371151.27,june,2019,2019-06-01,2019
Randolph,3027375.28,7109.01,10910.58,3023573.71,june,2019,2019-06-01,2019
Richmond,1092077.98,2731.13,2609.84,1092199.27,june,2019,2019-06-01,2019
Robeson,2738257.5,6433.2,9582.97,2735107.73,june,2019,2019-06-01,2019
Rockingham,1883827.28,4315.6,2110.3,1886032.58,june,2019,2019-06-01,2019
Rowan,3358079.77,6991.25,385867.31,2979203.71,june,2019,2019-06-01,2019
Rutherford,1592885.11,3781.72,605.09,1596061.74,june,2019,2019-06-01,2019
Sampson,1202650.95,2779.94,5742.12,1199688.77,june,2019,2019-06-01,2019
Scotland,769212.99,1862.25,3927.11,767148.13,june,2019,2019-06-01,2019
Stanly,1712455.4,4071.69,12549.46,1703977.63,june,2019,2019-06-01,2019
Stokes,637365.27,1492.56,6774.93,632082.9,june,2019,2019-06-01,2019
Surry,2298446.19,5481.69,14987.93,2288939.95,june,2019,2019-06-01,2019
Swain,334544.61,794.75,-26.82,335366.18,june,2019,2019-06-01,2019
Transylvania,898596.15,2275.21,-90.3,900961.66,june,2019,2019-06-01,2019
Tyrrell,59958.89,142.35,176.35,59924.89,june,2019,2019-06-01,2019
Union,4940048.9,12610.69,43082.01,4909577.58,june,2019,2019-06-01,2019
Vance,1019940.77,2497.29,-594.29,1023032.35,june,2019,2019-06-01,2019
Wake,45928228.95,139856.89,271280.35,45796805.49,june,2019,2019-06-01,2019
Warren,227475.49,511.54,808.23,227178.8,june,2019,2019-06-01,2019
Washington,205970.08,474.01,338.85,206105.24,june,2019,2019-06-01,2019
Watauga,1902749.63,4566.25,144294.6,1763021.28,june,2019,2019-06-01,2019
Wayne,2940680.25,7352.55,16557.76,2931475.04,june,2019,2019-06-01,2019
Wilkes,1558331.99,3233.14,162078.15,1399486.98,june,2019,2019-06-01,2019
Wilson,2317923.05,5877.68,9182.79,2314617.94,june,2019,2019-06-01,2019
Yadkin,540244.28,1232.88,8732.1,532745.06,june,2019,2019-06-01,2019
Yancey,311751.08,737.21,197.07,312291.22,june,2019,2019-06-01,2019
Alamance,5487015.12,11371.31,61217.1,5437169.33,june,2020,2020-06-01,2020
Alexander,683262.71,1273.55,3754.06,680782.2,june,2020,2020-06-01,2020
Alleghany,229400.1,414.4,11928.94,217885.56,june,2020,2020-06-01,2020
Anson,435662.69,791.81,8208.48,428246.02,june,2020,2020-06-01,2020
Ashe,788421.92,1581.68,2271.93,787731.67,june,2020,2020-06-01,2020
Avery,624940.69,1271.33,1419.85,624792.17,june,2020,2020-06-01,2020
Beaufort,1273950.78,2509.39,8886.18,1267573.99,june,2020,2020-06-01,2020
Bertie,245119.49,450.72,2523.89,243046.32,june,2020,2020-06-01,2020
Bladen,593276.43,1060.35,22639.83,571696.95,june,2020,2020-06-01,2020
Brunswick,4685956.33,9960.71,50003.35,4645913.69,june,2020,2020-06-01,2020
Buncombe,10341145.77,21034.18,153715.14,10208464.81,june,2020,2020-06-01,2020
Burke,2046927.33,3904.67,11529.67,2039302.33,june,2020,2020-06-01,2020
Cabarrus,7865367.79,14755.44,829815.49,7050307.74,june,2020,2020-06-01,2020
Caldwell,1782940.04,3424.45,10655.11,1775709.38,june,2020,2020-06-01,2020
Camden,178501.31,363.54,401.16,178463.69,june,2020,2020-06-01,2020
Carteret,2988646.15,6276.88,13610.06,2981312.97,june,2020,2020-06-01,2020
Caswell,231496.9,380.3,6342.41,225534.79,june,2020,2020-06-01,2020
Catawba,5586101.04,10752.58,297660.42,5299193.2,june,2020,2020-06-01,2020
Chatham,1711841.71,3503.25,28806.14,1686538.82,june,2020,2020-06-01,2020
Cherokee,926261.99,1862.64,2875.13,925249.5,june,2020,2020-06-01,2020
Chowan,331629.23,645.63,1006.08,331268.78,june,2020,2020-06-01,2020
Clay,263125.23,522.07,577.29,263070.01,june,2020,2020-06-01,2020
Cleveland,2436099.66,3889.29,391407.39,2048581.56,june,2020,2020-06-01,2020
Columbus,1108922.35,2129.84,5960.32,1105091.87,june,2020,2020-06-01,2020
Craven,2896110.59,5950.91,21827.89,2880233.61,june,2020,2020-06-01,2020
Cumberland,10245996.41,18414.37,1081251.48,9183159.3,june,2020,2020-06-01,2020
Currituck,1108898.06,2414.02,1770.32,1109541.76,june,2020,2020-06-01,2020
Dare,2860410.97,6219.75,7505.16,2859125.56,june,2020,2020-06-01,2020
Davidson,3943648.16,7563.03,69311.84,3881899.35,june,2020,2020-06-01,2020
Davie,952026.12,1619.83,134037.14,819608.81,june,2020,2020-06-01,2020
Duplin,1224024.01,2332.37,13273.97,1213082.41,june,2020,2020-06-01,2020
Durham,15042417.38,31214.19,784989.6,14288641.97,june,2020,2020-06-01,2020
Edgecombe,1343566.09,2596.34,4272.95,1341889.48,june,2020,2020-06-01,2020
Forsyth,12126060.03,23100.42,871082.35,11278078.1,june,2020,2020-06-01,2020
Franklin,1306669.97,2647.56,4501.69,1304815.84,june,2020,2020-06-01,2020
Gaston,6529637.94,12856.47,98584.67,6443909.74,june,2020,2020-06-01,2020
Gates,138622.97,227.07,274.58,138575.46,june,2020,2020-06-01,2020
Graham,196397.48,366.51,4317.41,192446.58,june,2020,2020-06-01,2020
Granville,1035671.47,1972.09,5709.45,1031934.11,june,2020,2020-06-01,2020
Greene,231991.22,400.22,761.5,231629.94,june,2020,2020-06-01,2020
Guilford,15849908.45,30269.28,1022302.47,14857875.26,june,2020,2020-06-01,2020
Halifax,1334547.15,2561.59,21476.04,1315632.7,june,2020,2020-06-01,2020
Harnett,2861699.42,5714.58,11110.23,2856303.77,june,2020,2020-06-01,2020
Haywood,1973531,3939.02,10533.45,1966936.57,june,2020,2020-06-01,2020
Henderson,3122745.15,6350.09,24484.32,3104610.92,june,2020,2020-06-01,2020
Hertford,631954.92,1203.53,3460.72,629697.73,june,2020,2020-06-01,2020
Hoke,735830.16,1353.76,37919.19,699264.73,june,2020,2020-06-01,2020
Hyde,115694.32,250.09,-8426.96,124371.37,june,2020,2020-06-01,2020
Iredell,6363229.53,13447.15,81653.74,6295022.94,june,2020,2020-06-01,2020
Jackson,1430127.55,2802.42,60466.59,1372463.38,june,2020,2020-06-01,2020
Johnston,5049229.09,10393.37,69543.4,4990079.06,june,2020,2020-06-01,2020
Jones,130811.91,244.12,1339.13,129716.9,june,2020,2020-06-01,2020
Lee,2122193.35,4287.28,17432.01,2109048.62,june,2020,2020-06-01,2020
Lenoir,1596918.56,3177.2,14649.8,1585445.96,june,2020,2020-06-01,2020
Lincoln,2479950.46,4879.28,99207.65,2385622.09,june,2020,2020-06-01,2020
Macon,1205101.7,2495.24,4668.73,1202928.21,june,2020,2020-06-01,2020
Madison,338341.26,465.95,72880.03,265927.18,june,2020,2020-06-01,2020
Martin,569552.68,1108.62,2643.43,568017.87,june,2020,2020-06-01,2020
McDowell,1069628.1,2104.46,8538.33,1063194.23,june,2020,2020-06-01,2020
Mecklenburg,47453084.66,85385.65,8334080.96,39204389.35,june,2020,2020-06-01,2020
Mitchell,386484.63,756.93,1202.68,386038.88,june,2020,2020-06-01,2020
